MJACCTTYPCD,PHUONG THUC CHO VAY,LOAIKH,SEX,BASE_BAL,DUNO_QD,CURRENCYCD,THOIHAN,DESC_TIME,MJACCTTYPDESC,PARENTORGNAME,LAISUAT,MUCDICHVAY,NHOMNOMOI
CNS,TRA GOP,1,1,787127020.0,851714900.0,VND,112,Vay ngan han,Vay Tieu dung,KLB - CN KHANH HOA,12.0,1900-SX-DV Tu t.dung Gia dinh,1
CNS,TRA GOP,1,1,333388030.0,142450650.0,VND,240,Vay ngan han,Vay Tieu dung,KLB - CN DA NANG,18.0,1811-CV mua Xe may tra gop,1
CNS,TRA GOP,1,1,311014800.0,357000690.0,VND,243,Vay ngan han,Vay Tieu dung,KLB - CN DA NANG,18.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,CV TUNG LAN LAI DINH KY,1,1,35600000.0,35600000.0,VND,37,Vay trung han,Vay Tieu dung,KLB - CN KHANH HOA,24.0,1830-CV Sua chua Nha de o,5
CNS,TRA GOP,1,1,430174020.0,88246180.0,VND,244,Vay ngan han,Vay Tieu dung,KLB - CN DA NANG,18.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,178967050.0,289814360.0,VND,366,Vay ngan han,Vay Tieu dung,KLB - CN DA NANG,16.0,1894-Kinh doanh Ca the,1
CNS,TRA GOP,1,1,428882950.0,86435880.0,VND,122,Vay ngan han,Vay Tieu dung,KLB - CN KHANH HOA,18.0,1900-SX-DV Tu t.dung Gia dinh,1
CNS,CV TUNG LAN LAI DINH KY,1,1,90000000.0,90000000.0,VND,12,Vay ngan han,Vay Tieu dung,KLB - CN KHANH HOA,17.4,1870-CV TG Sinh hoat Tieu dung,5
CNS,TRA GOP,1,1,559795880.0,560965250.0,VND,244,Vay ngan han,Vay Tieu dung,KLB - CN KHANH HOA,0.0,1850-CV the chap STK,1
CNS,TRA GOP,1,1,359505410.0,418045960.0,VND,244,Vay ngan han,Vay Tieu dung,KLB - CN DA NANG,16.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,458450040.0,221116190.0,VND,243,Vay ngan han,Vay Tieu dung,KLB - CN DA NANG,16.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,327933780.0,238658500.0,VND,364,Vay ngan han,Vay Tieu dung,KLB - CN DA NANG,16.0,1894-Kinh doanh Ca the,1
CNS,TRA GOP,1,1,198700670.0,470419360.0,VND,120,Vay ngan han,Vay Tieu dung,KLB - CN KHANH HOA,13.2,1900-SX-DV Tu t.dung Gia dinh,1
CNS,TRA GOP,1,1,501930580.0,247898450.0,VND,241,Vay ngan han,Vay Tieu dung,KLB - CN DA NANG,16.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,CV TUNG LAN LAI DINH KY,1,1,53360000.0,8360000.0,VND,49,Vay trung han,Vay Tieu dung,KLB - CN KHANH HOA,15.0,1830-CV Sua chua Nha de o,5
CNS,TRA GOP,1,1,655338810.0,16620480.0,VND,122,Vay ngan han,Vay Tieu dung,KLB - CN KHANH HOA,8.8,1900-SX-DV Tu t.dung Gia dinh,1
CNS,TRA GOP,1,1,444538730.0,371299370.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN DA NANG,18.0,1811-CV mua Xe may tra gop,1
CNS,TRA GOP,1,1,379126690.0,43850520.0,VND,243,Vay ngan han,Vay Tieu dung,KLB - CN DA NANG,18.0,1811-CV mua Xe may tra gop,1
CNS,TRA GOP,1,1,386992480.0,148970440.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN DA NANG,18.0,1811-CV mua Xe may tra gop,1
CNS,TRA GOP,1,1,22736600.0,235799760.0,VND,244,Vay ngan han,Vay Tieu dung,KLB - CN DA NANG,16.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,45818260.0,122524751.0,VND,243,Vay ngan han,Vay Tieu dung,KLB - CN DA NANG,18.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,502246650.0,338610100.0,VND,244,Vay ngan han,Vay Tieu dung,KLB - CN DA NANG,16.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,615435020.0,440210830.0,VND,238,Vay ngan han,Vay Tieu dung,KLB - CN KHANH HOA,15.48,1900-SX-DV Tu t.dung Gia dinh,1
CNS,CV TUNG LAN LAI DINH KY,1,0,23360000.0,20870000.0,VND,37,Vay trung han,Vay Tieu dung,KLB - CN KHANH HOA,19.2,1830-CV Sua chua Nha de o,5
CNS,TRA GOP,1,1,323850520.0,392362770.0,VND,122,Vay ngan han,Vay Tieu dung,KLB - CN KHANH HOA,11.43,"1899-DV Ca nhan,gia dinh khac",1
CNS,TRA GOP,1,1,303894890.0,170117574.0,VND,243,Vay ngan han,Vay Tieu dung,KLB - CN DA NANG,18.0,1870-CV TG Sinh hoat Tieu dung,1
CML,CV TUNG LAN LAI DINH KY,1,0,80000000.0,80000000.0,VND,12,Vay ngan han,Vay Cong Thuong,KLB - CN KHANH HOA,25.2,"0711-Ban buon L.thuc,T.pham",5
CNS,TRA GOP,1,1,549287510.0,385191300.0,VND,244,Vay ngan han,Vay Tieu dung,KLB - CN KHANH HOA,12.75,1900-SX-DV Tu t.dung Gia dinh,1
CNS,TRA GOP,1,1,616061040.0,236446220.0,VND,122,Vay ngan han,Vay Tieu dung,KLB - CN KHANH HOA,11.52,1900-SX-DV Tu t.dung Gia dinh,1
CNS,TRA GOP,1,1,395573050.0,268076700.0,VND,243,Vay ngan han,Vay Tieu dung,KLB - CN DA NANG,16.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,441585500.0,444507820.0,VND,244,Vay ngan han,Vay Tieu dung,KLB - CN DA NANG,16.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,354729530.0,217196920.0,VND,142,Vay ngan han,Vay Tieu dung,KLB - CN KHANH HOA,12.0,1900-SX-DV Tu t.dung Gia dinh,1
CNS,TRA GOP,1,1,519195250.0,934388510.0,VND,243,Vay ngan han,Vay Tieu dung,KLB - CN DA NANG,16.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,414639350.0,217945860.0,VND,244,Vay ngan han,Vay Tieu dung,KLB - CN DA NANG,16.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,519236970.0,230752460.0,VND,231,Vay ngan han,Vay Tieu dung,KLB - CN KHANH HOA,12.0,1900-SX-DV Tu t.dung Gia dinh,1
CNS,TRA GOP,1,1,392149230.0,422046450.0,VND,243,Vay ngan han,Vay Tieu dung,KLB - CN DA NANG,18.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,413632440.0,397059150.0,VND,146,Vay ngan han,Vay Tieu dung,KLB - CN KHANH HOA,12.84,1850-CV the chap STK,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,1,45000000.0,45000000.0,VND,24,Vay trung han,Vay Tieu dung,KLB - CN KHANH HOA,20.0,0111-Nong nghiep,5
CNS,TRA GOP,1,0,20000000.0,729871830.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,14.94,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,20000000.0,275972400.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN DA NANG,16.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,40000000.0,223381940.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN DA NANG,18.0,1811-CV mua Xe may tra gop,1
CNS,TRA GOP,1,1,430724990.0,982073070.0,VND,170,Vay ngan han,Vay Tieu dung,KLB - CN BINH DUONG,12.6,"1899-DV Ca nhan,gia dinh khac",1
CNS,TRA GOP,1,1,375316230.0,130120840.0,VND,170,Vay ngan han,Vay Tieu dung,KLB - CN BINH DUONG,14.94,"1899-DV Ca nhan,gia dinh khac",1
CNS,TRA GOP,1,1,121860470.0,60289970.0,VND,34,Vay ngan han,Vay Tieu dung,KLB - CN BINH DUONG,15.48,"1899-DV Ca nhan,gia dinh khac",1
CNS,TRA GOP,1,1,285753540.0,299316250.0,VND,180,Vay ngan han,Vay Tieu dung,KLB - CN BINH DUONG,15.48,"1899-DV Ca nhan,gia dinh khac",1
CNS,TRA GOP,1,1,282515650.0,857314080.0,VND,124,Vay ngan han,Vay Tieu dung,KLB - CN BINH DUONG,15.53,"1899-DV Ca nhan,gia dinh khac",1
CNS,TRA GOP,1,1,431700650.0,629685050.0,VND,122,Vay ngan han,Vay Tieu dung,KLB - CN BINH DUONG,15.48,"1899-DV Ca nhan,gia dinh khac",1
CNS,TRA GOP,1,1,210894430.0,40606080.0,VND,122,Vay ngan han,Vay Tieu dung,KLB - CN BINH DUONG,15.48,"1899-DV Ca nhan,gia dinh khac",1
CNS,TRA GOP,1,1,276441290.0,851448410.0,VND,364,Vay ngan han,Vay Tieu dung,KLB - CN BINH DUONG,16.0,"1899-DV Ca nhan,gia dinh khac",1
CNS,TRA GOP,1,1,258908130.0,592680990.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN BINH DUONG,16.0,"1899-DV Ca nhan,gia dinh khac",1
CNS,TRA GOP,1,1,290393990.0,202912870.0,VND,367,Vay ngan han,Vay Tieu dung,KLB - CN BINH DUONG,16.0,"1899-DV Ca nhan,gia dinh khac",1
CNS,TRA GOP,1,1,202510140.0,122505480.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN BINH DUONG,16.0,"1899-DV Ca nhan,gia dinh khac",1
CNS,TRA GOP,1,1,48000000.0,142972000.0,VND,134,Vay ngan han,Vay Tieu dung,KLB - CN BINH DUONG,16.92,"1899-DV Ca nhan,gia dinh khac",1
CNS,TRA GOP,1,1,327696500.0,412224760.0,VND,122,Vay ngan han,Vay Tieu dung,KLB - CN BINH DUONG,15.48,"1899-DV Ca nhan,gia dinh khac",1
CNS,TRA GOP,1,1,215212730.0,501248620.0,VND,123,Vay ngan han,Vay Tieu dung,KLB - CN BINH DUONG,15.48,"1899-DV Ca nhan,gia dinh khac",1
CNS,TRA GOP,1,1,330853700.0,790857810.0,VND,128,Vay ngan han,Vay Tieu dung,KLB - CN BINH DUONG,15.48,"1899-DV Ca nhan,gia dinh khac",1
CNS,TRA GOP,1,1,336616540.0,372866290.0,VND,244,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,16.0,1850-CV the chap STK,1
CNS,TRA GOP,1,1,272069640.0,69223080.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,16.92,1870-CV TG Sinh hoat Tieu dung,1
CNS,CV TUNG LAN LAI DINH KY,1,1,150000000.0,150000000.0,VND,12,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,26.4,"0711-Ban buon L.thuc,T.pham",5
CNS,CV TUNG LAN LAI DINH KY,1,1,250000000.0,250000000.0,VND,12,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,26.4,"0719-Ban buon,le hang hoa khac",5
CNS,TRA GOP,1,1,267026230.0,494625530.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,14.94,1894-Kinh doanh Ca the,1
CNS,TRA GOP,1,1,272106360.0,147850160.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,18.0,1894-Kinh doanh Ca the,1
CNS,CV TUNG LAN LAI DINH KY,1,0,300000000.0,250000000.0,VND,12,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,26.4,"0712-Ban buon hang TD, TBVP",5
CNS,CV TUNG LAN LAI DINH KY,1,0,250000000.0,250000000.0,VND,12,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,26.4,0210-Nuoi trong thuy san,5
CNS,TRA GOP,1,1,255638550.0,1292443790.0,VND,243,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,15.48,1894-Kinh doanh Ca the,1
CNS,TRA GOP,1,1,419966960.0,225037470.0,VND,238,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,18.0,"1899-DV Ca nhan,gia dinh khac",1
CNS,TRA GOP,1,1,219239560.0,381031170.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,14.94,1894-Kinh doanh Ca the,1
CNS,TRA GOP,1,1,127651940.0,288597220.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,14.94,1870-CV TG Sinh hoat Tieu dung,1
CNS,CV TUNG LAN LAI DINH KY,1,1,100000000.0,100000000.0,VND,12,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,26.4,1750-HD dich vu Thong tin,5
CNS,CV TUNG LAN LAI DINH KY,1,1,100000000.0,100000000.0,VND,12,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,26.4,1750-HD dich vu Thong tin,5
CNS,TRA GOP,1,1,364347540.0,478427860.0,VND,244,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,0.0,1894-Kinh doanh Ca the,1
CNS,TRA GOP,1,1,309593820.0,282705150.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN CAN THO,18.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,344954950.0,579527030.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN CAN THO,18.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,441694500.0,585137670.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN CAN THO,18.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,1,535999999.0,100000000.0,VND,49,Vay trung han,Vay Tieu dung,KLB - CN HAI PHONG,15.8,1830-CV Sua chua Nha de o,5
CNS,TRA GOP,1,1,405365800.0,1413793690.0,VND,524,Vay ngan han,Vay Tieu dung,KLB - CN PHU QUOC,14.94,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,347619230.0,292461800.0,VND,499,Vay ngan han,Vay Tieu dung,KLB - CN PHU QUOC,14.94,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,0,423817590.0,585923250.0,VND,244,Vay ngan han,Vay Tieu dung,KLB - CN BEN TRE,9.18,0111-Nong nghiep,1
CNS,TRA GOP,1,1,258635210.0,490842480.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN BEN TRE,9.18,0210-Nuoi trong thuy san,1
CNS,TRA GOP,1,1,252716220.0,2108043960.0,VND,243,Vay ngan han,Vay Tieu dung,KLB - CN DONG THAP,11.2,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,500811010.0,491874450.0,VND,358,Vay ngan han,Vay Tieu dung,KLB - CN BEN TRE,12.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,473456660.0,475664530.0,VND,358,Vay ngan han,Vay Tieu dung,KLB - CN BEN TRE,12.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,625148190.0,404148490.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN BEN TRE,12.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,309756680.0,379331880.0,VND,370,Vay ngan han,Vay Tieu dung,KLB - CN BEN TRE,9.3,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,295280630.0,215971740.0,VND,121,Vay ngan han,Vay Tieu dung,KLB - CN HAU GIANG,16.0,0111-Nong nghiep,1
CNS,TRA GOP,1,1,257343100.0,1257069140.0,VND,121,Vay ngan han,Vay Tieu dung,KLB - CN HAU GIANG,16.0,0111-Nong nghiep,1
CNS,TRA GOP,1,1,77111400.0,692681990.0,VND,126,Vay ngan han,Vay Tieu dung,KLB - CN HAU GIANG,16.0,0111-Nong nghiep,1
CNS,TRA GOP,1,1,310948420.0,487085530.0,VND,487,Vay ngan han,Vay Tieu dung,KLB - CN PHU QUOC,14.94,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,247134900.0,392037600.0,VND,487,Vay ngan han,Vay Tieu dung,KLB - CN PHU QUOC,14.94,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,356800700.0,212964890.0,VND,487,Vay ngan han,Vay Tieu dung,KLB - CN PHU QUOC,14.94,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,362609430.0,437630770.0,VND,487,Vay ngan han,Vay Tieu dung,KLB - CN PHU QUOC,14.94,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,361924480.0,823104320.0,VND,558,Vay ngan han,Vay Tieu dung,KLB - CN PHU QUOC,14.94,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,471448070.0,719971860.0,VND,556,Vay ngan han,Vay Tieu dung,KLB - CN PHU QUOC,14.94,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,381594000.0,556751050.0,VND,558,Vay ngan han,Vay Tieu dung,KLB - CN PHU QUOC,14.94,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,296040310.0,256021400.0,VND,558,Vay ngan han,Vay Tieu dung,KLB - CN PHU QUOC,14.94,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,546602960.0,620042990.0,VND,558,Vay ngan han,Vay Tieu dung,KLB - CN PHU QUOC,14.94,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,614344760.0,1200067880.0,VND,536,Vay ngan han,Vay Tieu dung,KLB - CN PHU QUOC,14.94,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,336811100.0,855716620.0,VND,537,Vay ngan han,Vay Tieu dung,KLB - CN PHU QUOC,14.94,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,270938820.0,214628950.0,VND,499,Vay ngan han,Vay Tieu dung,KLB - CN PHU QUOC,14.94,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,296999870.0,631724400.0,VND,499,Vay ngan han,Vay Tieu dung,KLB - CN PHU QUOC,14.94,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,915872110.0,1934116250.0,VND,499,Vay ngan han,Vay Tieu dung,KLB - CN PHU QUOC,14.94,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,456449750.0,377245900.0,VND,499,Vay ngan han,Vay Tieu dung,KLB - CN PHU QUOC,14.94,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,349470300.0,374138000.0,VND,499,Vay ngan han,Vay Tieu dung,KLB - CN PHU QUOC,14.94,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,466210470.0,966387210.0,VND,379,Vay ngan han,Vay Tieu dung,KLB - CN CAN THO,18.0,1816-CV Bo sung von luu dong,1
CNS,TRA GOP,1,1,588211260.0,2093874180.0,VND,244,Vay ngan han,Vay Tieu dung,KLB - CN CAN THO,18.0,1816-CV Bo sung von luu dong,1
CNS,TRA GOP,1,1,394985060.0,507783050.0,VND,242,Vay ngan han,Vay Tieu dung,KLB - CN CAN THO,18.0,1816-CV Bo sung von luu dong,1
CNS,TRA GOP,1,1,207977680.0,255067510.0,VND,375,Vay ngan han,Vay Tieu dung,KLB - CN BAC LIEU,16.0,1810-CV mua tra gop hang TD,1
CNS,TRA GOP,1,1,425569870.0,1011496090.0,VND,241,Vay ngan han,Vay Tieu dung,KLB - CN CAN THO,18.0,1816-CV Bo sung von luu dong,1
CNS,TRA GOP,1,1,60000000.0,133457280.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN KHANH HOA,13.0,"1899-DV Ca nhan,gia dinh khac",1
CNS,TRA GOP,1,1,424546850.0,497657670.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN TRA VINH,12.6,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,386978340.0,1304471870.0,VND,241,Vay ngan han,Vay Tieu dung,KLB - CN CAN THO,18.0,1816-CV Bo sung von luu dong,1
CNS,TRA GOP,1,1,328234250.0,274509800.0,VND,191,Vay ngan han,Vay Tieu dung,KLB - CN CAN THO,18.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,445599440.0,521976600.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN TRA VINH,14.94,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,286487990.0,436576320.0,VND,248,Vay ngan han,Vay Tieu dung,KLB - CN TRA VINH,14.94,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,364253040.0,170406230.0,VND,121,Vay ngan han,Vay Tieu dung,KLB - CN CAN THO,18.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,471181170.0,228703610.0,VND,432,Vay ngan han,Vay Tieu dung,KLB - CN CAN THO,15.48,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,30000000.0,162471470.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN KHANH HOA,13.2,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,409244430.0,343622380.0,VND,358,Vay ngan han,Vay Tieu dung,KLB - CN BAC LIEU,16.2,1810-CV mua tra gop hang TD,1
CNS,TRA GOP,1,1,332082930.0,609866390.0,VND,369,Vay ngan han,Vay Tieu dung,KLB - CN BAC LIEU,16.2,1810-CV mua tra gop hang TD,1
CNS,TRA GOP,1,1,555570870.0,272639200.0,VND,487,Vay ngan han,Vay Tieu dung,KLB - CN TRA VINH,14.94,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,49333400.0,316505130.0,VND,122,Vay ngan han,Vay Tieu dung,KLB - CN VINH LONG,14.94,1810-CV mua tra gop hang TD,1
CNS,CV TUNG LAN LAI DINH KY,1,0,30000000.0,30000000.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN BAC LIEU,24.0,1830-CV Sua chua Nha de o,5
CNS,TRA GOP,1,1,284765370.0,450355760.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN BAC LIEU,16.2,1810-CV mua tra gop hang TD,1
CNS,TRA GOP,1,1,579570180.0,1743258640.0,VND,248,Vay ngan han,Vay Tieu dung,KLB - CN VINH LONG,16.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,CV TUNG LAN LAI DINH KY,1,0,300000000.0,300000000.0,VND,12,Vay ngan han,Vay Tieu dung,KLB - CN TRA VINH,15.0,1830-CV Sua chua Nha de o,5
CNS,CV TUNG LAN LAI DINH KY,1,0,100000000.0,58564944.0,VND,12,Vay ngan han,Vay Tieu dung,KLB - CN TRA VINH,12.2,1810-CV mua tra gop hang TD,5
CNS,CV TUNG LAN LAI DINH KY,1,0,100000000.0,100000000.0,VND,12,Vay ngan han,Vay Tieu dung,KLB - CN TRA VINH,15.0,1810-CV mua tra gop hang TD,5
CNS,TRA GOP,1,1,207999530.0,372761880.0,VND,121,Vay ngan han,Vay Tieu dung,KLB - CN TRA VINH,15.48,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,284714280.0,335002230.0,VND,126,Vay ngan han,Vay Tieu dung,KLB - CN TRA VINH,16.92,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,274102150.0,514220210.0,VND,363,Vay ngan han,Vay Tieu dung,KLB - CN VINH LONG,16.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,83250210.0,678250990.0,VND,121,Vay ngan han,Vay Tieu dung,KLB - CN VINH LONG,16.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,644116470.0,1444020660.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN VINH LONG,16.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,29833350.0,593171440.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN VINH LONG,14.94,1810-CV mua tra gop hang TD,1
CNS,TRA GOP,1,1,97184560.0,445453830.0,VND,121,Vay ngan han,Vay Tieu dung,KLB - CN TRA VINH,18.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,534796160.0,175128540.0,VND,253,Vay ngan han,Vay Tieu dung,KLB - CN BAC LIEU,16.2,1810-CV mua tra gop hang TD,1
CNS,CV TUNG LAN LAI DINH KY,1,0,30000000.0,24000000.0,VND,12,Vay ngan han,Vay Tieu dung,KLB - CN TRA VINH,15.0,1830-CV Sua chua Nha de o,5
CML,CV TUNG LAN LAI DINH KY,2,1,40000000.0,40000000.0,VND,12,Vay ngan han,Vay Cong Thuong,KLB - CN TRA VINH,11.0,0710-HD Thuong nghiep,5
CML,CV TUNG LAN LAI DINH KY,1,0,250000000.0,250000000.0,VND,12,Vay ngan han,Vay Cong Thuong,KLB - CN CAN THO,15.0,1816-CV Bo sung von luu dong,5
CML,CV TUNG LAN LAI DINH KY,1,0,50000000.0,50000000.0,VND,12,Vay ngan han,Vay Cong Thuong,KLB - CN BAC LIEU,13.5,0690-HD Xay dung khac,5
CNS,CV TUNG LAN LAI DINH KY,1,1,130000000.0,30000000.0,VND,12,Vay ngan han,Vay Tieu dung,KLB - CN CAN THO,17.0,1830-CV Sua chua Nha de o,5
CNS,CV TUNG LAN LAI DINH KY,1,1,460000000.0,110436000.0,VND,14,Vay ngan han,Vay Tieu dung,KLB - CN TRA VINH,12.8,1830-CV Sua chua Nha de o,5
CNS,TRA GOP,1,1,379358180.0,893364500.0,VND,245,Vay ngan han,Vay Tieu dung,KLB - CN TRA VINH,15.48,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,268228600.0,299551240.0,VND,487,Vay ngan han,Vay Tieu dung,KLB - CN TRA VINH,14.04,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,574232990.0,532884090.0,VND,488,Vay ngan han,Vay Tieu dung,KLB - CN TRA VINH,14.04,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,280814850.0,252681450.0,VND,487,Vay ngan han,Vay Tieu dung,KLB - CN TRA VINH,15.48,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,504623850.0,505802030.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN TRA VINH,16.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,383729390.0,1278710610.0,VND,121,Vay ngan han,Vay Tieu dung,KLB - CN TRA VINH,14.94,"1899-DV Ca nhan,gia dinh khac",1
CNS,TRA GOP,1,1,484458610.0,413059210.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN BAC LIEU,16.0,1810-CV mua tra gop hang TD,1
CNS,TRA GOP,1,1,500808140.0,1360199710.0,VND,400,Vay ngan han,Vay Tieu dung,KLB - CN CAN THO,16.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,353412280.0,471766300.0,VND,401,Vay ngan han,Vay Tieu dung,KLB - CN CAN THO,16.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,373102230.0,358672020.0,VND,405,Vay ngan han,Vay Tieu dung,KLB - CN CAN THO,16.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,528967810.0,1108868970.0,VND,396,Vay ngan han,Vay Tieu dung,KLB - CN CAN THO,16.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,508981990.0,901073140.0,VND,401,Vay ngan han,Vay Tieu dung,KLB - CN CAN THO,16.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,TRA GOP,1,1,409775190.0,669567550.0,VND,409,Vay ngan han,Vay Tieu dung,KLB - CN CAN THO,16.0,1870-CV TG Sinh hoat Tieu dung,1
